isbn,book_id
0812532554,509
0765342987,510
0786880007,511
0812520157,512
0886773776,513
1559274581,514
0886774012,515
0886774543,516
0886775035,517
0886775493,518
0886777127,519
0886777739,520
0316779059,521
043935806X,522
0441004997,523
0316779032,524
0060256664,525
0060256737,526
0142500135,527
0312921098,528
0451456718,529
0688149790,530
0688161162,531
0698119509,532
0553379534,533
0553573136,534
0451459423,535
0471485527,536
051513628X,537
0140376410,538
0452281296,539
1573229326,540
0679743243,541
0380896931,542
0380725398,543
8420483885,544
0060955775,545
0679723374,546
068486780X,547
0671721720,548
0140259988,549
0142003409,550
0671577727,551
0671004549,552
0553565915,553
081297106X,554
0671695304,555
0812505042,556
0743486625,557
0553073273,558
0064472779,559
0140022651,560
051512463X,561
0394707745,562
0671004573,563
0843952059,564
0060002050,565
0671743228,566
0684866048,567
0399143335,568
0515130389,569
0553272837,570
0743262174,571
0142004235,572
0743412028,573
0425169693,574
0886777844,575
0887307884,576
0060392452,577
0380815931,578
0553373803,579
0312243359,580
0394757653,581
0590471570,582
0449702936,583
0375727434,584
0192816489,585
014018869X,586
2070374637,587
0446611212,588
0316168688,589
0671797050,590
0671721178,591
0553585681,592
0553582526,593
0897890272,594
0380542625,595
0345404793,596
0425037967,597
0399146725,598
0061099155,599
0020960808,600
0312983220,601
0312989385,602
0345357620,603
0425119653,604
0451095847,605
0449232085,606
0446794031,607
0515130125,608
0446612790,609
0451180410,610
0375706062,611
0380014033,612
0553582763,613
0425144429,614
0020519109,615
0312993560,616
0486290492,617
0743436741,618
0609600567,619
0679733760,620
0020442602,621
0312876513,622
0312275560,623
0385470142,624
0394756827,625
0452260116,626
0807281956,627
0399138749,628
1880089858,629
0842314296,630
0803722907,631
0345350499,632
0312150601,633
0345348176,634
0140071083,635
0440220653,636
0440400759,637
0446603783,638
0676973604,639
0345465083,640
0446610100,641
0345334310,642
0679766758,643
0152017984,644
0152017976,645
051512317X,646
0671739751,647
0061032093,648
080215185X,649
0553212761,650
0060004533,651
0425174468,652
0446363170,653
0312971346,654
0312966970,655
0140280553,656
080213825X,657
048640076X,658
0091801516,659
0140124497,660
0671036505,661
0375701044,662
0099288451,663
0441005764,664
0380730359,665
0767907817,666
1566194016,667
030681188X,668
0440235758,669
0743216458,670
0425180964,671
0345396537,672
0743206045,673
0553266055,674
038072345X,675
0064407721,676
0671025570,677
0553274864,678
0385199570,679
0679830006,680
0679848053,681
0684852772,682
0684835525,683
1561797464,684
1566840287,685
0898157803,686
0849911672,687
0026890380,688
0060958022,689
0425178102,690
0670030643,691
0440221595,692
0446611867,693
044048474X,694
0517580497,695
1558744630,696
0020518501,697
0671695126,698
1559278374,699
1564969630,700
1931499403,701
1561703249,702
0671004107,703
0425173615,704
0375704906,705
0020519001,706
0671722654,707
0684853701,708
140003065X,709
0802136346,710
0804832560,711
0874776953,712
1400032717,713
0060504080,714
0061054887,715
039597707X,716
0399525750,717
0374100128,718
0446610380,719
044900483X,720
0451521323,721
0375404929,722
0385094787,723
0385503857,724
0684857820,725
1580083412,726
0743201981,727
0440236304,728
0781805899,729
0671496107,730
1573225681,731
1573228834,732
1841954314,733
3423078006,734
0887291058,735
0312194390,736
0060653035,737
0062735233,738
0446605786,739
0385491077,740
0671602705,741
0140390502,742
0425118703,743
2070367622,744
0571200435,745
0811802981,746
0380792737,747
0670891576,748
0553106678,749
0684802988,750
1558214291,751
0394751043,752
0446610038,753
1583940634,754
0330327917,755
0060517611,756
067975833X,757
0446359866,758
0440419468,759
044021145X,760
0440128994,761
0440129613,762
0446365505,763
0804111898,764
002542730X,765
0345309014,766
0345309006,767
0451458125,768
0553574353,769
0553234617,770
0812505018,771
0345257162,772
015259034X,773
0425181464,774
0684872153,775
0684853515,776
0374524912,777
0316779237,778
0875421180,779
055308013X,780
0460872125,781
0553236202,782
0385498721,783
014006690X,784
0671016873,785
0195103793,786
0886778697,787
0884046818,788
0743435346,789
0440234743,790
0553576011,791
0449006530,792
0446613436,793
0425161242,794
006109157X,795
0425189104,796
0688124887,797
0836220676,798
0345319656,799
0312890044,800
0141309814,801
0064407055,802
0030181011,803
0552131067,804
0345320115,805
0345413350,806
0439436559,807
0679408835,808
0345419995,809
0380973545,810
0380754843,811
0374399891,812
0374336644,813
0448190834,814
0446605336,815
0446531286,816
0446526479,817
044652087X,818
0394555295,819
0439163099,820
0064460932,821
0064406865,822
0140349812,823
0140236201,824
006098824X,825
0060294698,826
0060652934,827
0140481877,828
0312171838,829
084991437X,830
0553264931,831
055323370X,832
0553213164,833
0525947116,834
0486273008,835
0689842945,836
0674354427,837
0345455711,838
0062515802,839
0671705091,840
0515122734,841
0679882820,842
0373079613,843
0394900014,844
0399226907,845
0440147956,846
0440236703,847
0449003787,848
0671014919,849
0743411439,850
006028871X,851
0425195449,852
0399149155,853
0671034006,854
0394280210,855
0060086246,856
0590224735,857
0590251589,858
0590251597,859
0806903481,860
0590227637,861
074343627X,862
0786884061,863
0316316962,864
0060505265,865
0691005419,866
006099486X,867
0399143947,868
0440237262,869
1551113074,870
0676971490,871
0380713330,872
0192833871,873
0671516922,874
0140431357,875
0385336179,876
0373483880,877
0486414132,878
0553582755,879
044651652X,880
0452268060,881
0142002267,882
0842329277,883
0786864249,884
0141312424,885
0440439884,886
0590424165,887
0440407125,888
1565120310,889
0679441557,890
1573225517,891
1550548913,892
0679417796,893
0449909336,894
039396647X,895
0316346624,896
0842373195,897
075285111X,898
0732259428,899
0440208459,900
0060199652,901
0684871580,902
0316284955,903
0345441702,904
044041668X,905
0671567829,906
0066620996,907
0312951426,908
0394561236,909
0312953615,910
0345433106,911
0380804557,912
0741412780,913
0525946233,914
0099410184,915
0887309100,916
0060591706,917
0060526491,918
1400041988,919
0679763384,920
0064408639,921
0671874349,922
0590482238,923
0515127221,924
051512608X,925
8479531487,926
0140011749,927
0330267140,928
8422653273,929
8422666774,930
0156001454,931
0553275852,932
0312980345,933
0688009387,934
0140346848,935
0333782259,936
0571097103,937
0684829975,938
0375703861,939
0156011042,940
0060391448,941
0385479565,942
0553562614,943
0553103032,944
0525455205,945
0804114986,946
0312274920,947
0141301058,948
0060504072,949
0006755291,950
0345371984,951
0375714383,952
034544356X,953
0345423402,954
0534525075,955
0671042505,956
0451410157,957
0345423291,958
0345445732,959
0425183238,960
0486270610,961
0099111519,962
0062512668,963
0020532105,964
0679723226,965
0679756973,966
0688156819,967
1570625190,968
1573226521,969
1573226882,970
0156007754,971
0393308189,972
0393318923,973
0441304834,974
0553580531,975
0393049272,976
0618134786,977
0380789019,978
0061092355,979
0064407675,980
037575895X,981
0380731800,982
0312135653,983
0375421726,984
0380977788,985
0965881199,986
0060931809,987
0345391055,988
0375760911,989
0671681036,990
0064403645,991
0609608738,992
067003178X,993
0679411267,994
0679414614,995
0679723692,996
0679755624,997
0679416730,998
0452282829,999
0399142789,1000
0449002985,1001
0452280621,1002
068484477X,1003
1571740562,1004
0812968344,1005
0688176992,1006
0802136265,1007
0395859972,1008
014028009X,1009
0231121008,1010
0060175966,1011
0060929871,1012
0064401774,1013
0316789844,1014
0345386574,1015
0385314256,1016
0345410289,1017
0345443284,1018
0375705856,1019
0375406530,1020
0375701966,1021
0552551864,1022
0140185011,1023
0802116175,1024
0374129983,1025
0877738513,1026
0345379330,1027
0440154731,1028
0670813028,1029
0451197410,1030
0451210220,1031
0399148612,1032
0399148515,1033
0671441981,1034
0451176464,1035
0451131312,1036
0553380168,1037
006098726X,1038
0060977337,1039
0446693790,1040
0451522303,1041
156718359X,1042
0743421922,1043
0590542443,1044
0099426870,1045
0330323121,1046
1573227331,1047
0679767959,1048
0451526767,1049
0440222915,1050
0684803135,1051
0465006930,1052
1851681469,1053
0812968379,1054
0156997789,1055
0140120904,1056
0060802162,1057
034545071X,1058
0440202043,1059
0140343717,1060
0399150897,1061
0553247379,1062
0670861944,1063
0316693286,1064
0140302395,1065
0440241413,1066
0671004530,1067
0140254587,1068
0375708278,1069
0064400077,1070
1573220256,1071
0312282990,1072
0099268272,1073
0679311807,1074
0380816555,1075
0345311965,1076
0451177096,1077
0451150643,1078
0679311831,1079
8437602262,1080
0345413369,1081
0446600342,1082
0446364312,1083
0446356875,1084
0446356859,1085
0553220284,1086
0553217771,1087
0553567683,1088
0066214688,1089
0449219143,1090
0316781266,1091
0875420036,1092
0385468067,1093
8878242357,1094
0553211757,1095
0393318680,1096
009943511X,1097
0060931914,1098
0380897180,1099
0385722206,1100
0679732411,1101
0446606243,1102
080913960X,1103
0140390847,1104
039571091X,1105
0192833642,1106
0609809547,1107
0142000671,1108
0743458125,1109
0449006379,1110
0802132952,1111
0688103324,1112
0375706682,1113
009188800X,1114
0375724621,1115
0618162216,1116
0679733167,1117
0684848066,1118
0451523903,1119
1573245038,1120
0062508156,1121
014019536X,1122
0449213765,1123
0440504716,1124
0151003084,1125
0375708707,1126
031242227X,1127
1853260967,1128
044023672X,1129
0394839129,1130
0676974805,1131
0552994707,1132
0060935464,1133
0875423248,1134
0553210823,1135
073870234X,1136
1578632811,1137
156025551X,1138
0451527038,1139
0345336976,1140
0062500295,1141
0440972329,1142
0439206472,1143
042513525X,1144
0767901649,1145
0553278118,1146
0425170349,1147
0671867113,1148
0446608955,1149
0440213525,1150
0679779159,1151
0449221032,1152
8433920863,1153
8807813025,1154
0679428879,1155
2253150908,1156
1586480499,1157
0553277472,1158
0316143464,1159
0349102627,1160
2070734552,1161
2070389634,1162
0679404856,1163
0440241073,1164
087542127X,1165
0884042847,1166
1561840599,1167
1561841536,1168
0345384210,1169
0312906765,1170
0312958838,1171
0345329457,1172
0345346912,1173
0440414121,1174
0140345809,1175
0446343013,1176
0515132187,1177
0449213447,1178
0375706410,1179
022404270X,1180
0091867770,1181
0099435012,1182
0140023747,1183
0425154092,1184
0380718332,1185
0006174558,1186
0425179613,1187
0375724370,1188
0099286572,1189
0395363179,1190
037540256X,1191
1555834310,1192
0853301239,1193
0874779669,1194
0688140718,1195
0306810123,1196
006039241X,1197
0399518460,1198
0440504708,1199
055321277X,1200
0345422384,1201
0425068099,1202
0689800843,1203
0689311001,1204
0440414539,1205
0440403332,1206
067088300X,1207
0671039830,1208
0446600253,1209
0743403614,1210
1558748040,1211
0684870819,1212
8495501074,1213
0446530387,1214
0316693235,1215
0316782262,1216
0425121631,1217
1558606785,1218
1892051176,1219
0399148655,1220
0399148760,1221
0399149821,1222
0399150854,1223
0399150870,1224
0525947655,1225
0553802496,1226
0312306814,1227
0312319517,1228
0345453417,1229
0345457587,1230
0312981260,1231
1853263508,1232
0345423429,1233
0385490445,1234
0786913886,1235
0140434127,1236
0140432809,1237
0385031149,1238
0140450289,1239
0345396936,1240
0394587545,1241
0140181903,1242
0679736395,1243
0679454489,1244
067973225X,1245
0671742493,1246
0553584782,1247
0451524195,1248
0894803204,1249
087542791X,1250
0804002800,1251
0805417761,1252
0811212475,1253
0813522137,1254
0874776945,1255
0937858668,1256
0312976275,1257
0345301110,1258
0345409876,1259
0375704469,1260
0020199856,1261
006093316X,1262
0062731009,1263
0425183971,1264
0441005748,1265
0380812029,1266
0385484011,1267
0425173631,1268
0425176304,1269
0380802317,1270
0425178579,1271
0446670111,1272
3257229534,1273
0743235150,1274
0446605409,1275
038072541X,1276
0345318587,1277
0142002399,1278
0061009504,1279
0440237025,1280
0064410137,1281
0836251822,1282
0060278234,1283
0064471837,1284
0345366239,1285
0425173755,1286
0330262130,1287
0684832178,1288
0380807343,1289
0306803984,1290
0451166582,1291
0140187375,1292
0385503822,1293
0609804138,1294
0812548221,1295
0061031410,1296
0425180638,1297
0553575384,1298
0312924801,1299
067144901X,1300
0394900189,1301
0394800206,1302
0553260111,1303
0399145923,1304
2070373622,1305
8471669226,1306
0451523377,1307
0441627404,1308
0345272609,1309
0061020710,1310
076790382X,1311
0099421755,1312
0060520507,1313
0316777722,1314
0679733485,1315
0771058853,1316
0061032042,1317
0140818030,1318
1881273628,1319
0425067866,1320
0736905324,1321
0451160193,1322
0679444815,1323
0486268705,1324
0394589424,1325
1855329816,1326
0007137508,1327
085045512X,1328
1586481614,1329
0553288342,1330
0440224853,1331
0345404114,1332
0446361739,1333
0375760393,1334
0671027662,1335
3518383973,1336
055321263X,1337
0451521072,1338
0553211803,1339
0671742515,1340
0679759328,1341
067976397X,1342
0679776818,1343
0749397357,1344
0767904427,1345
0446675369,1346
0156658992,1347
0345335058,1348
0375704558,1349
0440416027,1350
0748662731,1351
0099286955,1352
0140040633,1353
0330376519,1354
0671042572,1355
0743420373,1356
0142001805,1357
0449221512,1358
0385318073,1359
0061013315,1360
1853262390,1361
0140010211,1362
0140314202,1363
155874424X,1364
2070414574,1365
0385658117,1366
014032870X,1367
0679446486,1368
0316181358,1369
0385422938,1370
0879100362,1371
0804115613,1372
0679777547,1373
067977744X,1374
0679771832,1375
0679745203,1376
0312266510,1377
0156010593,1378
0156006391,1379
0156006243,1380
0156005204,1381
034543479X,1382
0679767207,1383
0747545634,1384
0684865726,1385
0767902041,1386
0767903382,1387
0679455116,1388
0676973833,1389
0676974031,1390
0679311459,1391
0771008538,1392
1573229717,1393
0771008643,1394
0771055706,1395
0771099851,1396
0802137849,1397
0312144075,1398
0374521956,1399
0375705198,1400
0156012022,1401
0676973175,1402
0099394316,1403
009975181X,1404
0521662605,1405
0525941916,1406
0571212212,1407
0670872202,1408
0676971741,1409
0452270073,1410
0385259743,1411
0385259956,1412
0385333641,1413
0446670251,1414
0394281829,1415
0385720327,1416
0671625837,1417
0618164723,1418
0670894605,1419
0684863871,1420
0618043012,1421
0553274325,1422
0553342762,1423
1400045088,1424
0916291456,1425
0890876797,1426
1890132322,1427
0786817070,1428
0760700761,1429
0767900316,1430
0836218655,1431
0836220730,1432
0836220986,1433
0807083054,1434
0809117541,1435
0312952716,1436
0156717204,1437
0345440145,1438
0312966091,1439
0345326342,1440
0020223722,1441
0028610105,1442
0060256680,1443
0140067477,1444
014017737X,1445
0140257934,1446
0140328696,1447
0140390316,1448
0064430677,1449
0064473627,1450
0066211662,1451
0374525234,1452
042519485X,1453
0446611328,1454
0446675504,1455
0449702766,1456
0445205377,1457
0380813815,1458
0380009471,1459
0425103285,1460
0394837037,1461
0752837680,1462
0842342702,1463
0451192036,1464
8845226573,1465
880431463X,1466
0140434186,1467
8420633135,1468
0060936231,1469
0140153195,1470
0743428188,1471
0553264680,1472
0553284789,1473
0446667900,1474
0805036377,1475
0679450408,1476
0679753117,1477
0060152583,1478
0060914289,1479
0312983603,1480
0312983387,1481
0425148343,1482
0380717018,1483
0399146245,1484
0380794772,1485
0330480774,1486
0140620508,1487
0380798573,1488
0446602299,1489
0330267388,1490
8422616467,1491
0449911462,1492
8483101610,1493
1583670955,1494
1400000408,1495
045120994X,1496
0312983867,1497
0786888083,1498
0316781142,1499
0060008024,1500
0425144372,1501
0684853523,1502
0446363669,1503
8420636282,1504
0609609017,1505
0425098451,1506
0786885912,1507
0061000299,1508
0553279556,1509
188259312X,1510
038081093X,1511
0440216842,1512
0440130913,1513
0553379267,1514
0553560735,1515
1853260150,1516
0028617363,1517
0060952822,1518
031286504X,1519
0345384229,1520
0449220605,1521
0684853507,1522
0670031208,1523
0618012710,1524
060980619X,1525
0609608339,1526
0553801945,1527
0553580078,1528
0451207246,1529
0451206002,1530
0449911594,1531
0446605484,1532
0553569619,1533
0553251481,1534
1401300065,1535
1400031362,1536
1400031346,1537
1570629137,1538
1563898586,1539
0749395990,1540
0743243412,1541
0740704567,1542
0836282868,1543
0440212561,1544
0060745908,1545
0061099015,1546
0380780860,1547
0399152288,1548
0399149562,1549
0345326490,1550
0425192725,1551
0345445848,1552
0670032379,1553
0446613266,1554
0786881852,1555
0804114609,1556
1558745017,1557
1558746226,1558
1559273909,1559
0671727583,1560
0743249275,1561
0767900383,1562
0446513067,1563
0345438817,1564
0060085444,1565
0375412530,1566
0440224594,1567
0375508716,1568
089281859X,1569
000638384X,1570
0312980388,1571
0553813323,1572
0586025324,1573
0553288105,1574
0553212419,1575
0451181379,1576
0380802929,1577
0140060898,1578
0679437452,1579
0679734589,1580
0671743058,1581
0684818442,1582
0684822652,1583
0671242954,1584
0679743839,1585
0517595753,1586
0451082028,1587
060960516X,1588
0877017883,1589
1566198798,1590
0767902025,1591
0747541604,1592
0811801802,1593
081296697X,1594
0836217012,1595
0836218310,1596
0312198647,1597
0312990456,1598
0060976241,1599
0060081961,1600
0060194995,1601
0060198133,1602
0060914440,1603
0060920335,1604
0140284621,1605
0140309594,1606
0140011722,1607
0140030395,1608
0425174344,1609
0425184943,1610
0385720408,1611
0394716310,1612
0394741714,1613
0449005410,1614
0449209105,1615
0449221393,1616
0446606812,1617
0440221099,1618
038549744X,1619
0375718990,1620
0375501959,1621
0345441265,1622
0140115773,1623
0804119430,1624
0192833170,1625
0553213806,1626
0385722109,1627
0892812125,1628
0892540257,1629
0842329218,1630
0192854496,1631
0312192037,1632
0345369947,1633
0345404319,1634
0385188579,1635
0440204887,1636
0671632949,1637
0517150646,1638
0380802325,1639
0380814803,1640
0671035460,1641
0553586203,1642
0743477448,1643
0451212169,1644
0385259379,1645
0064472272,1646
0486285537,1647
0486270734,1648
0451525892,1649
051511331X,1650
0399147195,1651
0743206029,1652
0515136263,1653
055357924X,1654
0380725827,1655
0804105820,1656
0446604844,1657
0684859734,1658
0451173139,1659
0446365386,1660
0671727796,1661
0061057649,1662
0671047329,1663
0451451155,1664
074347628X,1665
0380790890,1666
0553261509,1667
0140113428,1668
038073186X,1669
1570624380,1670
0802713823,1671
0446607657,1672
0609804618,1673
0892811706,1674
039915079X,1675
0380713802,1676
0375750002,1677
0679889175,1678
0871236575,1679
0006550169,1680
0425147584,1681
068480154X,1682
1558216847,1683
073291180X,1684
0849917069,1685
0890819696,1686
0849917050,1687
0385249683,1688
0375406182,1689
0345394658,1690
1556619510,1691
076422400X,1692
0764225553,1693
0764221612,1694
0684833395,1695
044022425X,1696
0140367462,1697
0140450181,1698
014045022X,1699
0385324138,1700
0385319959,1701
0446611778,1702
038540817X,1703
0752849190,1704
0099532816,1705
0099457881,1706
0099307308,1707
0714530387,1708
0670891509,1709
0451627318,1710
0871138190,1711
0446521507,1712
0156028778,1713
0140266925,1714
0060096195,1715
0060560754,1716
0060586125,1717
0425185508,1718
0345450892,1719
0671879464,1720
0380491710,1721
0064442055,1722
0064440192,1723
0679730346,1724
0684815028,1725
0140280464,1726
0060275103,1727
0140293450,1728
0553801430,1729
1892950618,1730
0786711035,1731
0345422783,1732
0446532452,1733
048627165X,1734
0399151273,1735
043912042X,1736
8484034097,1737
0553568701,1738
0688162827,1739
0849942845,1740
0460873598,1741
0553213520,1742
0676973779,1743
1859671438,1744
0553211714,1745
0062509586,1746
0151006261,1747
0446342963,1748
087923573X,1749
0345314980,1750
0425134350,1751
0380811812,1752
0099179512,1753
0385507593,1754
0380732033,1755
0823026906,1756
0842359249,1757
0789429624,1758
0893754005,1759
1579121489,1760
1856975770,1761
0898706602,1762
0898707609,1763
0385029039,1764
0395549701,1765
0140469710,1766
0140502343,1767
0590437747,1768
0439622778,1769
0446671444,1770
0451193288,1771
0061031089,1772
0590434985,1773
0671024108,1774
0553242954,1775
0553287532,1776
0670031054,1777
0670032077,1778
0449244288,1779
0451188454,1780
0449219364,1781
0553204564,1782
0553211285,1783
055321229X,1784
0553212818,1785
0553212982,1786
0553213156,1787
0553213180,1788
0451526783,1789
0515087122,1790
0842346112,1791
0812504488,1792
0836236688,1793
0449205452,1794
1558743316,1795
0671867172,1796
0802139256,1797
0679761802,1798
0684813467,1799
0684847515,1800
0689831404,1801
0743200322,1802
0449204294,1803
034529873X,1804
0345313097,1805
0345314484,1806
0345327861,1807
0345337484,1808
0312966199,1809
0380001411,1810
0380008971,1811
0380423901,1812
0061043508,1813
0061099813,1814
0060919833,1815
0060199296,1816
0064431789,1817
0310218039,1818
0312201656,1819
0312207662,1820
0140254544,1821
0140367152,1822
0440430909,1823
0440495555,1824
044096895X,1825
0449006700,1826
0380603926,1827
0385315546,1828
0385335881,1829
0380798565,1830
0380704587,1831
0380710722,1832
0380715732,1833
0380759489,1834
0394724550,1835
0671742949,1836
0553582127,1837
0446607711,1838
068419337X,1839
0684827123,1840
0060959037,1841
0380776510,1842
0671657860,1843
0515103292,1844
0140345353,1845
0671644475,1846
0553213938,1847
0375410198,1848
0671749102,1849
0142003735,1850
0552138428,1851
0061093491,1852
0140318909,1853
0553480669,1854
0679986375,1855
0449225313,1856
0393317552,1857
0786889411,1858
0767915054,1859
0736907386,1860
0446610542,1861
0399144706,1862
0553273078,1863
0451526732,1864
0679755330,1865
0743252136,1866
0374525188,1867
0679762671,1868
0140042407,1869
0679721886,1870
0812550757,1871
0525946829,1872
